ID;Municipio;SiglaEstado;QtdMasculino;QtdFeminino;QtdTotal;PercentualFeminino;PercentualMasculino
2098;IBATIBA;ES;176;71;247;287.449.392.712.550.000;712.550.607.287.449.000
1768;FEIJ‡;AC;176;71;247;287.449.392.712.550.000;712.550.607.287.449.000
925;CAMANDUCAIA;MG;238;96;334;287.425.149.700.598.000;712.574.850.299.401.000
3404;NOVA UNI«O;RO;119;48;167;287.425.149.700.598.000;712.574.850.299.401.000
5521;VIANA;MA;238;96;334;287.425.149.700.598.000;712.574.850.299.401.000
3170;MONTE DO CARMO;TO;186;75;261;287.356.321.839.080.000;712.643.678.160.919.000
3271;NAZARê PAULISTA;SP;248;100;348;287.356.321.839.080.000;712.643.678.160.919.000
4296;RONDA ALTA;RS;62;25;87;287.356.321.839.080.000;712.643.678.160.919.000
1048;CANTAGALO;MG;124;50;174;287.356.321.839.080.000;712.643.678.160.919.000
736;BOREBI;SP;124;50;174;287.356.321.839.080.000;712.643.678.160.919.000
1944;GOIATUBA;GO;248;100;348;287.356.321.839.080.000;712.643.678.160.919.000
5021;SERICITA;MG;62;25;87;287.356.321.839.080.000;712.643.678.160.919.000
443;AVEIRO;PA;191;77;268;287.313.432.835.820.000;712.686.567.164.179.000
4693;S«O GABRIEL DO OESTE;MS;191;77;268;287.313.432.835.820.000;712.686.567.164.179.000
3;ABAETê;MG;129;52;181;287.292.817.679.558.000;712.707.182.320.441.000
2096;IBATê;SP;258;104;362;287.292.817.679.558.000;712.707.182.320.441.000
1371;CONGONHINHAS;PR;129;52;181;287.292.817.679.558.000;712.707.182.320.441.000
2981;MARINGµ;PR;650;262;912;287.280.701.754.385.000;712.719.298.245.614.000
3466;OLINDINA;BA;196;79;275;287.272.727.272.727.000;712.727.272.727.272.000
3198;MORRINHOS;GO;268;108;376;287.234.042.553.191.000;712.765.957.446.808.000
4785;S«O JOSê DAS PALMEIRAS;PR;67;27;94;287.234.042.553.191.000;712.765.957.446.808.000
5006;SENADOR LA ROCQUE;MA;134;54;188;287.234.042.553.191.000;712.765.957.446.808.000
5352;TUNAS DO PARANµ;PR;134;54;188;287.234.042.553.191.000;712.765.957.446.808.000
1097;CARAGUATATUBA;SP;546;220;766;287.206.266.318.537.000;712.793.733.681.462.000
1565;DIAMANTINA;MG;345;139;484;287.190.082.644.628.000;712.809.917.355.371.000
3840;PINHEIRO MACHADO;RS;139;56;195;287.179.487.179.487.000;712.820.512.820.512.000
5048;SERRANA;SP;422;170;592;287.162.162.162.162.000;712.837.837.837.837.000
3941;PONTALINDA;SP;72;29;101;287.128.712.871.287.000;712.871.287.128.712.000
4323;RUY BARBOSA;RN;72;29;101;287.128.712.871.287.000;712.871.287.128.712.000
4023;PRAD‡POLIS;SP;216;87;303;287.128.712.871.287.000;712.871.287.128.712.000
3221;MUCAJA÷;RR;216;87;303;287.128.712.871.287.000;712.871.287.128.712.000
3326;NOVA CANA« PAULISTA;SP;72;29;101;287.128.712.871.287.000;712.871.287.128.712.000
2850;MACAU;RN;216;87;303;287.128.712.871.287.000;712.871.287.128.712.000
757;BRASIL∂NDIA DO SUL;PR;72;29;101;287.128.712.871.287.000;712.871.287.128.712.000
51;µGUA BRANCA DO AMAPARI;AP;72;29;101;287.128.712.871.287.000;712.871.287.128.712.000
5362;TUPARETAMA;PE;72;29;101;287.128.712.871.287.000;712.871.287.128.712.000
2800;LINS;SP;365;147;512;287.109.375.000.000.000;712.890.625.000.000.000
322;ARAGUARI;MG;442;178;620;287.096.774.193.548.000;712.903.225.806.451.000
1882;FUND«O;ES;221;89;310;287.096.774.193.548.000;712.903.225.806.451.000
2048;GUARUJµ DO SUL;SC;77;31;108;287.037.037.037.037.000;712.962.962.962.962.000
2565;JATAIZINHO;PR;154;62;216;287.037.037.037.037.000;712.962.962.962.962.000
3332;NOVA CRUZ;RN;154;62;216;287.037.037.037.037.000;712.962.962.962.962.000
4032;PRATA DO PIAU÷;PI;77;31;108;287.037.037.037.037.000;712.962.962.962.962.000
4278;RITµPOLIS;MG;154;62;216;287.037.037.037.037.000;712.962.962.962.962.000
5368;TURIL∂NDIA;MA;231;93;324;287.037.037.037.037.000;712.962.962.962.962.000
5404;UMBAÈBA;SE;154;62;216;287.037.037.037.037.000;712.962.962.962.962.000
5441;URUOCA;CE;77;31;108;287.037.037.037.037.000;712.962.962.962.962.000
5596;XAPURI;AC;154;62;216;287.037.037.037.037.000;712.962.962.962.962.000
4953;S«O VICENTE DE MINAS;MG;77;31;108;287.037.037.037.037.000;712.962.962.962.962.000
225;ANASTµCIO;MS;236;95;331;287.009.063.444.108.000;712.990.936.555.891.000
2861;MACUCO;RJ;159;64;223;286.995.515.695.067.000;713.004.484.304.932.000
571;BAYEUX;PB;564;227;791;286.978.508.217.446.000;713.021.491.782.553.000
2930;MARACAJµ;SC;82;33;115;286.956.521.739.130.000;713.043.478.260.869.000
2330;ITAIÄABA;CE;82;33;115;286.956.521.739.130.000;713.043.478.260.869.000
4013;POTIRETAMA;CE;82;33;115;286.956.521.739.130.000;713.043.478.260.869.000
4608;SANTO INµCIO;PR;82;33;115;286.956.521.739.130.000;713.043.478.260.869.000
3475;ORAT‡RIOS;MG;169;68;237;286.919.831.223.628.000;713.080.168.776.371.000
813;BURITICUPU;MA;169;68;237;286.919.831.223.628.000;713.080.168.776.371.000
4970;SARANDI;PR;338;136;474;286.919.831.223.628.000;713.080.168.776.371.000
739;BOTELHOS;MG;256;103;359;286.908.077.994.428.000;713.091.922.005.571.000
883;CAFEZAL DO SUL;PR;87;35;122;286.885.245.901.639.000;713.114.754.098.360.000
34;ADUSTINA;BA;87;35;122;286.885.245.901.639.000;713.114.754.098.360.000
4270;RIO SONO;TO;87;35;122;286.885.245.901.639.000;713.114.754.098.360.000
4340;SALGADO;SE;174;70;244;286.885.245.901.639.000;713.114.754.098.360.000
2862;MACURURê;BA;87;35;122;286.885.245.901.639.000;713.114.754.098.360.000
2909;MANGUEIRINHA;PR;174;70;244;286.885.245.901.639.000;713.114.754.098.360.000
216;ANAJµS;PA;179;72;251;286.852.589.641.434.000;713.147.410.358.565.000
2348;ITAMARAJU;BA;363;146;509;286.836.935.166.994.000;713.163.064.833.005.000
2842;MACAJUBA;BA;92;37;129;286.821.705.426.356.000;713.178.294.573.643.000
3424;NOVO HORIZONTE DO NORTE;MT;92;37;129;286.821.705.426.356.000;713.178.294.573.643.000
3950;PONTE SERRADA;SC;92;37;129;286.821.705.426.356.000;713.178.294.573.643.000
3953;PONTO BELO;ES;92;37;129;286.821.705.426.356.000;713.178.294.573.643.000
1833;FORMOSA DO OESTE;PR;92;37;129;286.821.705.426.356.000;713.178.294.573.643.000
1566;DIAMANTINO;MT;184;74;258;286.821.705.426.356.000;713.178.294.573.643.000
1641;DUARTINA;SP;189;76;265;286.792.452.830.188.000;713.207.547.169.811.000
4874;S«O MIGUEL DO GUAPORê;RO;189;76;265;286.792.452.830.188.000;713.207.547.169.811.000
3968;PORTEL;PA;291;117;408;286.764.705.882.352.000;713.235.294.117.647.000
4896;S«O PEDRO DE ALC∂NTARA;SC;97;39;136;286.764.705.882.352.000;713.235.294.117.647.000
1387;CORAÄ«O DE MARIA;BA;199;80;279;286.738.351.254.480.000;713.261.648.745.519.000
132;ALTA FLORESTA;MT;204;82;286;286.713.286.713.286.000;713.286.713.286.713.000
3005;MASSARANDUBA;SC;102;41;143;286.713.286.713.286.000;713.286.713.286.713.000
5302;TRABIJU;SP;102;41;143;286.713.286.713.286.000;713.286.713.286.713.000
935;CAMBUCI;RJ;209;84;293;286.689.419.795.221.000;713.310.580.204.778.000
963;CAMPO ALEGRE DE GOIµS;GO;107;43;150;286.666.666.666.666.000;713.333.333.333.333.000
1603;DOM CAVATI;MG;107;43;150;286.666.666.666.666.000;713.333.333.333.333.000
5452;VALE DO SOL;RS;107;43;150;286.666.666.666.666.000;713.333.333.333.333.000
104;ALEGRE;ES;219;88;307;286.644.951.140.065.000;713.355.048.859.934.000
4524;SANTANA;AP;443;178;621;286.634.460.547.504.000;713.365.539.452.495.000
4334;SALES;SP;112;45;157;286.624.203.821.656.000;713.375.796.178.343.000
3031;MATO LEIT«O;RS;112;45;157;286.624.203.821.656.000;713.375.796.178.343.000
2903;MANDAGUARI;PR;224;90;314;286.624.203.821.656.000;713.375.796.178.343.000
1454;CRATEÈS;CE;229;92;321;286.604.361.370.716.000;713.395.638.629.283.000
4083;QUARTEL GERAL;MG;117;47;164;286.585.365.853.658.000;713.414.634.146.341.000
3803;PIEDADE DO RIO GRANDE;MG;117;47;164;286.585.365.853.658.000;713.414.634.146.341.000
550;BARRETOS;SP;473;190;663;286.576.168.929.110.000;713.423.831.070.889.000
1145;CARM‡POLIS DE MINAS;MG;122;49;171;286.549.707.602.339.000;713.450.292.397.660.000
3449;OEIRAS;PI;122;49;171;286.549.707.602.339.000;713.450.292.397.660.000
2351;ITAMARATI DE MINAS;MG;122;49;171;286.549.707.602.339.000;713.450.292.397.660.000
5373;TURURU;CE;122;49;171;286.549.707.602.339.000;713.450.292.397.660.000
3621;PARANAVA÷;PR;254;102;356;286.516.853.932.584.000;713.483.146.067.415.000
3842;PINHEIROS;ES;254;102;356;286.516.853.932.584.000;713.483.146.067.415.000
24;ACOPIARA;CE;127;51;178;286.516.853.932.584.000;713.483.146.067.415.000
2838;LUZIL∂NDIA;PI;132;53;185;286.486.486.486.486.000;713.513.513.513.513.000
2830;LUMINµRIAS;MG;132;53;185;286.486.486.486.486.000;713.513.513.513.513.000
5165;TAIÈVA;SP;132;53;185;286.486.486.486.486.000;713.513.513.513.513.000
5095;SINIMBU;RS;132;53;185;286.486.486.486.486.000;713.513.513.513.513.000
5137;SURUBIM;PE;264;106;370;286.486.486.486.486.000;713.513.513.513.513.000
5243;TERESINA;PI;1091;438;1529;286.461.739.699.149.000;713.538.260.300.850.000
3180;MONTEIRO LOBATO;SP;137;55;192;286.458.333.333.333.000;713.541.666.666.666.000
886;CAIAP‚NIA;GO;137;55;192;286.458.333.333.333.000;713.541.666.666.666.000
5239;TE‡FILO OTONI;MG;548;220;768;286.458.333.333.333.000;713.541.666.666.666.000
336;ARAPONGAS;PR;421;169;590;286.440.677.966.101.000;713.559.322.033.898.000
1550;DEODµPOLIS;MS;142;57;199;286.432.160.804.020.000;713.567.839.195.979.000
3168;MONTE CASTELO;SC;142;57;199;286.432.160.804.020.000;713.567.839.195.979.000
3112;MIRANTE DO PARANAPANEMA;SP;147;59;206;286.407.766.990.291.000;713.592.233.009.708.000
1793;FERROS;MG;147;59;206;286.407.766.990.291.000;713.592.233.009.708.000
1955;GOVERNADOR DIX-SEPT ROSADO;RN;147;59;206;286.407.766.990.291.000;713.592.233.009.708.000
2092;IATI;PE;147;59;206;286.407.766.990.291.000;713.592.233.009.708.000
2047;GUARUJµ;SP;770;309;1079;286.376.274.328.081.000;713.623.725.671.918.000
3275;NAZµRIO;GO;157;63;220;286.363.636.363.636.000;713.636.363.636.363.000
509;BARRA;BA;162;65;227;286.343.612.334.801.000;713.656.387.665.198.000
5487;VµRZEA GRANDE;MT;663;266;929;286.329.386.437.029.000;713.670.613.562.970.000
1463;CRISTAIS PAULISTA;SP;167;67;234;286.324.786.324.786.000;713.675.213.675.213.000
4216;RIO BONITO DO IGUAÄU;PR;172;69;241;286.307.053.941.908.000;713.692.946.058.091.000
4577;SANTO ANT‚NIO DE PµDUA;RJ;359;144;503;286.282.306.163.021.000;713.717.693.836.978.000
995;CAMPOS BELOS;GO;182;73;255;286.274.509.803.921.000;713.725.490.196.078.000
2367;ITAOBIM;MG;192;77;269;286.245.353.159.851.000;713.754.646.840.148.000
4935;S«O SEBASTI«O DO UATUM«;AM;197;79;276;286.231.884.057.971.000;713.768.115.942.028.000
2793;LIMOEIRO DO NORTE;CE;212;85;297;286.195.286.195.286.000;713.804.713.804.713.000
5184;TAPAUµ;AM;227;91;318;286.163.522.012.578.000;713.836.477.987.421.000
4119;QUIXERAMOBIM;CE;232;93;325;286.153.846.153.846.000;713.846.153.846.153.000
5473;VARGEM GRANDE DO SUL;SP;242;97;339;286.135.693.215.339.000;713.864.306.784.660.000
2707;LAGOA DO CARRO;PE;247;99;346;286.127.167.630.057.000;713.872.832.369.942.000
1893;GANDU;BA;277;111;388;286.082.474.226.804.000;713.917.525.773.195.000
2052;GUAXUPê;MG;337;135;472;286.016.949.152.542.000;713.983.050.847.457.000
5096;SINOP;MT;352;141;493;286.004.056.795.131.000;713.995.943.204.868.000
2033;GUARAPARI;ES;500;200;700;285.714.285.714.285.000;714.285.714.285.714.000
2094;IBARAMA;RS;60;24;84;285.714.285.714.285.000;714.285.714.285.714.000
2131;IBIRUBµ;RS;100;40;140;285.714.285.714.285.000;714.285.714.285.714.000
2108;IBICARA÷;BA;240;96;336;285.714.285.714.285.000;714.285.714.285.714.000
2214;INDIAVA÷;MT;95;38;133;285.714.285.714.285.000;714.285.714.285.714.000
2262;IPUBI;PE;115;46;161;285.714.285.714.285.000;714.285.714.285.714.000
1891;GAMELEIRA DE GOIµS;GO;155;62;217;285.714.285.714.285.000;714.285.714.285.714.000
1864;FRANCISCO SANTOS;PI;55;22;77;285.714.285.714.285.000;714.285.714.285.714.000
1959;GOVERNADOR LINDENBERG;ES;165;66;231;285.714.285.714.285.000;714.285.714.285.714.000
1797;FIGUEIR‡POLIS;TO;60;24;84;285.714.285.714.285.000;714.285.714.285.714.000
1818;FLORESTA DO PIAU÷;PI;55;22;77;285.714.285.714.285.000;714.285.714.285.714.000
1782;F“NIX;PR;100;40;140;285.714.285.714.285.000;714.285.714.285.714.000
1495;CRUZETA;RN;55;22;77;285.714.285.714.285.000;714.285.714.285.714.000
1522;CURRAL DE CIMA;PB;70;28;98;285.714.285.714.285.000;714.285.714.285.714.000
1232;CENTRO NOVO DO MARANH«O;MA;100;40;140;285.714.285.714.285.000;714.285.714.285.714.000
910;CALÄOENE;AP;155;62;217;285.714.285.714.285.000;714.285.714.285.714.000
1144;CARM‡POLIS;SE;165;66;231;285.714.285.714.285.000;714.285.714.285.714.000
1078;CAPISTRANO;CE;170;68;238;285.714.285.714.285.000;714.285.714.285.714.000
723;BONITO DE SANTA Fê;PB;75;30;105;285.714.285.714.285.000;714.285.714.285.714.000
762;BRASNORTE;MT;160;64;224;285.714.285.714.285.000;714.285.714.285.714.000
835;CABO VERDE;MG;145;58;203;285.714.285.714.285.000;714.285.714.285.714.000
353;ARARUNA;PB;90;36;126;285.714.285.714.285.000;714.285.714.285.714.000
31;ADEL∂NDIA;GO;80;32;112;285.714.285.714.285.000;714.285.714.285.714.000
1;ABADIA DOS DOURADOS;MG;95;38;133;285.714.285.714.285.000;714.285.714.285.714.000
5;ABAIARA;CE;55;22;77;285.714.285.714.285.000;714.285.714.285.714.000
94;ALAGOINHAS;BA;555;222;777;285.714.285.714.285.000;714.285.714.285.714.000
75;µGUAS VERMELHAS;MG;120;48;168;285.714.285.714.285.000;714.285.714.285.714.000
87;ALAGOA;MG;65;26;91;285.714.285.714.285.000;714.285.714.285.714.000
276;APARECIDA DO TABOADO;MS;215;86;301;285.714.285.714.285.000;714.285.714.285.714.000
2784;LIC÷NIO DE ALMEIDA;BA;100;40;140;285.714.285.714.285.000;714.285.714.285.714.000
2811;LORETO;MA;80;32;112;285.714.285.714.285.000;714.285.714.285.714.000
2812;LOURDES;SP;95;38;133;285.714.285.714.285.000;714.285.714.285.714.000
2706;LAGOA DO BARRO DO PIAU÷;PI;60;24;84;285.714.285.714.285.000;714.285.714.285.714.000
2629;JOSEL∂NDIA;MA;75;30;105;285.714.285.714.285.000;714.285.714.285.714.000
2614;JOAQUIM NABUCO;PE;180;72;252;285.714.285.714.285.000;714.285.714.285.714.000
2596;JITAÈNA;BA;140;56;196;285.714.285.714.285.000;714.285.714.285.714.000
2315;ITACURUBI;RS;80;32;112;285.714.285.714.285.000;714.285.714.285.714.000
2495;JACOBINA;BA;305;122;427;285.714.285.714.285.000;714.285.714.285.714.000
2439;ITAUÄU;GO;115;46;161;285.714.285.714.285.000;714.285.714.285.714.000
3265;NAVEGANTES;SC;225;90;315;285.714.285.714.285.000;714.285.714.285.714.000
3386;NOVA REDENÄ«O;BA;80;32;112;285.714.285.714.285.000;714.285.714.285.714.000
3294;NORDESTINA;BA;110;44;154;285.714.285.714.285.000;714.285.714.285.714.000
2999;MARUIM;SE;130;52;182;285.714.285.714.285.000;714.285.714.285.714.000
3043;MATUTINA;MG;75;30;105;285.714.285.714.285.000;714.285.714.285.714.000
4125;RAMIL∂NDIA;PR;115;46;161;285.714.285.714.285.000;714.285.714.285.714.000
4076;PRUDENT‡POLIS;PR;275;110;385;285.714.285.714.285.000;714.285.714.285.714.000
4100;QUELUZITO;MG;80;32;112;285.714.285.714.285.000;714.285.714.285.714.000
4236;RIO DO OESTE;SC;80;32;112;285.714.285.714.285.000;714.285.714.285.714.000
4269;RIO RUFINO;SC;65;26;91;285.714.285.714.285.000;714.285.714.285.714.000
4368;SANCLERL∂NDIA;GO;110;44;154;285.714.285.714.285.000;714.285.714.285.714.000
4489;SANTA RITA DO NOVO DESTINO;GO;120;48;168;285.714.285.714.285.000;714.285.714.285.714.000
4465;SANTA MARIA DE ITABIRA;MG;160;64;224;285.714.285.714.285.000;714.285.714.285.714.000
4482;SANTA RITA DE CALDAS;MG;70;28;98;285.714.285.714.285.000;714.285.714.285.714.000
4494;SANTA RITA DO TRIVELATO;MT;80;32;112;285.714.285.714.285.000;714.285.714.285.714.000
3848;PIQUEROBI;SP;80;32;112;285.714.285.714.285.000;714.285.714.285.714.000
3601;PARA÷SO DO NORTE;PR;105;42;147;285.714.285.714.285.000;714.285.714.285.714.000
5055;SERRARIA;PB;70;28;98;285.714.285.714.285.000;714.285.714.285.714.000
5051;SERRAN‡POLIS;GO;90;36;126;285.714.285.714.285.000;714.285.714.285.714.000
4889;S«O PEDRO;RN;80;32;112;285.714.285.714.285.000;714.285.714.285.714.000
4647;S«O DOMINGOS DAS DORES;MG;90;36;126;285.714.285.714.285.000;714.285.714.285.714.000
4805;S«O JOSê DO GOIABAL;MG;135;54;189;285.714.285.714.285.000;714.285.714.285.714.000
4857;S«O MARTINHO DA SERRA;RS;85;34;119;285.714.285.714.285.000;714.285.714.285.714.000
4821;S«O JOSê DO SERID‡;RN;55;22;77;285.714.285.714.285.000;714.285.714.285.714.000
4830;S«O JOSê DOS QUATRO MARCOS;MT;150;60;210;285.714.285.714.285.000;714.285.714.285.714.000
4845;S«O LUIS DO PIAU÷;PI;55;22;77;285.714.285.714.285.000;714.285.714.285.714.000
5469;VARGEM BONITA;MG;70;28;98;285.714.285.714.285.000;714.285.714.285.714.000
5497;VENHA-VER;RN;60;24;84;285.714.285.714.285.000;714.285.714.285.714.000
5514;VERMELHO NOVO;MG;145;58;203;285.714.285.714.285.000;714.285.714.285.714.000
5565;VISTA GAÈCHA;RS;55;22;77;285.714.285.714.285.000;714.285.714.285.714.000
5225;TEIXEIRA SOARES;PR;150;60;210;285.714.285.714.285.000;714.285.714.285.714.000
5284;TOCANTIN‡POLIS;TO;135;54;189;285.714.285.714.285.000;714.285.714.285.714.000
4451;SANTA LUZIA;MG;798;319;1117;285.586.392.121.754.000;714.413.607.878.245.000
3350;NOVA IGUAÄU;RJ;1301;520;1821;285.557.386.051.619.000;714.442.613.948.380.000
3924;POÄOS DE CALDAS;MG;508;203;711;285.513.361.462.728.000;714.486.638.537.271.000
3646;PARNAMIRIM;RN;468;187;655;285.496.183.206.106.000;714.503.816.793.893.000
4772;S«O JOSê;SC;448;179;627;285.486.443.381.180.000;714.513.556.618.819.000
831;CABEDELO;PB;378;151;529;285.444.234.404.536.000;714.555.765.595.463.000
4734;S«O JO«O DE MERITI;RJ;994;397;1391;285.406.182.602.444.000;714.593.817.397.555.000
3995;PORTO NACIONAL;TO;318;127;445;285.393.258.426.966.000;714.606.741.573.033.000
2287;IREC“;BA;298;119;417;285.371.702.637.889.000;714.628.297.362.110.000
820;BURITIZEIRO;MG;298;119;417;285.371.702.637.889.000;714.628.297.362.110.000
2463;ITURAMA;MG;283;113;396;285.353.535.353.535.000;714.646.464.646.464.000
2594;JI-PARANµ;RO;451;180;631;285.261.489.698.890.000;714.738.510.301.109.000
5303;TRACUATEUA;PA;223;89;312;285.256.410.256.410.000;714.743.589.743.589.000
5037;SERRA DO RAMALHO;BA;208;83;291;285.223.367.697.594.000;714.776.632.302.405.000
5557;VIRGIN‡POLIS;MG;203;81;284;285.211.267.605.633.000;714.788.732.394.366.000
3886;PIRIPIRI;PI;198;79;277;285.198.555.956.678.000;714.801.444.043.321.000
3597;PARAIPABA;CE;193;77;270;285.185.185.185.185.000;714.814.814.814.814.000
960;CAMPINORTE;GO;188;75;263;285.171.102.661.596.000;714.828.897.338.403.000
2006;GUAPIARA;SP;188;75;263;285.171.102.661.596.000;714.828.897.338.403.000
5063;SERT∂NIA;PE;188;75;263;285.171.102.661.596.000;714.828.897.338.403.000
1177;CASSIL∂NDIA;MS;183;73;256;285.156.250.000.000.000;714.843.750.000.000.000
1058;CAP«O BONITO;SP;356;142;498;285.140.562.248.995.000;714.859.437.751.004.000
2428;ITATIAIUÄU;MG;178;71;249;285.140.562.248.995.000;714.859.437.751.004.000
4268;RIO REAL;BA;173;69;242;285.123.966.942.148.000;714.876.033.057.851.000
5306;TRAIR«O;PA;173;69;242;285.123.966.942.148.000;714.876.033.057.851.000
3800;PIEDADE;SP;341;136;477;285.115.303.983.228.000;714.884.696.016.771.000
1500;CUIABµ;MT;1013;404;1417;285.109.386.026.817.000;714.890.613.973.182.000
2545;JAQUEIRA;PE;168;67;235;285.106.382.978.723.000;714.893.617.021.276.000
3105;MIRANDA DO NORTE;MA;168;67;235;285.106.382.978.723.000;714.893.617.021.276.000
3923;POCONê;MT;163;65;228;285.087.719.298.245.000;714.912.280.701.754.000
4782;S«O JOSê DA VARGINHA;MG;158;63;221;285.067.873.303.167.000;714.932.126.696.832.000
1200;CATU;BA;311;124;435;285.057.471.264.367.000;714.942.528.735.632.000
1350;CONCEIÄ«O DO PARµ;MG;153;61;214;285.046.728.971.962.000;714.953.271.028.037.000
2165;IGREJA NOVA;AL;153;61;214;285.046.728.971.962.000;714.953.271.028.037.000
2035;GUARAQUEÄABA;PR;148;59;207;285.024.154.589.371.000;714.975.845.410.628.000
5552;VILHENA;RO;296;118;414;285.024.154.589.371.000;714.975.845.410.628.000
4220;RIO BRANCO DO SUL;PR;143;57;200;285.000.000.000.000.000;715.000.000.000.000.000
3681;PAU D'ARCO DO PIAU÷;PI;138;55;193;284.974.093.264.248.000;715.025.906.735.751.000
2285;IRATI;PR;271;108;379;284.960.422.163.588.000;715.039.577.836.411.000
545;BARREIRAS;BA;537;214;751;284.953.395.472.703.000;715.046.604.527.296.000
1901;GARUVA;SC;133;53;186;284.946.236.559.139.000;715.053.763.440.860.000
5223;TEIXEIRA;PB;133;53;186;284.946.236.559.139.000;715.053.763.440.860.000
4668;S«O FIDêLIS;RJ;266;106;372;284.946.236.559.139.000;715.053.763.440.860.000
5087;SILVIAN‡POLIS;MG;128;51;179;284.916.201.117.318.000;715.083.798.882.681.000
3931;POMPêIA;SP;251;100;351;284.900.284.900.284.000;715.099.715.099.715.000
3493;OURIÄANGAS;BA;123;49;172;284.883.720.930.232.000;715.116.279.069.767.000
3349;NOVA IBIµ;BA;123;49;172;284.883.720.930.232.000;715.116.279.069.767.000
703;BOM REPOUSO;MG;123;49;172;284.883.720.930.232.000;715.116.279.069.767.000
4568;SANTO ANT‚NIO;RN;123;49;172;284.883.720.930.232.000;715.116.279.069.767.000
5357;TUPANATINGA;PE;123;49;172;284.883.720.930.232.000;715.116.279.069.767.000
962;CAMPO ALEGRE;SC;118;47;165;284.848.484.848.484.000;715.151.515.151.515.000
1947;GONÄALVES;MG;118;47;165;284.848.484.848.484.000;715.151.515.151.515.000
5574;VIT‡RIA DO MEARIM;MA;236;94;330;284.848.484.848.484.000;715.151.515.151.515.000
1589;DIVIS‡POLIS;MG;113;45;158;284.810.126.582.278.000;715.189.873.417.721.000
1102;CARANDA÷;MG;226;90;316;284.810.126.582.278.000;715.189.873.417.721.000
3135;MOMBAÄA;CE;113;45;158;284.810.126.582.278.000;715.189.873.417.721.000
3770;PEREIRAS;SP;113;45;158;284.810.126.582.278.000;715.189.873.417.721.000
3596;PARAIBUNA;SP;221;88;309;284.789.644.012.944.000;715.210.355.987.055.000
